shipment_id,origin_hub,destination_hub,distance_km,duration_minutes,road_type,weather_condition,traffic_level,shipment_priority,weight_kg,departure_hour,day_of_week,historical_delay_minutes,current_risk_level,rerouted_before,destination_delay_rate,risk_level
SHIP-11810,Delhi Warehouse Central,Jaipur Warehouse,648.36,362,expressway,Thunderstorm,moderate,standard,449.83,12,Sunday,124,high,0,0.3226,high
SHIP-11811,Jaipur Warehouse,Ujjain Hub,404.27,304,highway,Partly Cloudy,high,standard,166.97,16,Sunday,44,medium,0,0.4047,medium
SHIP-11812,Ujjain Hub,Agra Transit Hub,211.93,275,city_road,Clear,high,standard,403.71,8,Thursday,40,medium,0,0.2675,medium
SHIP-11813,Kota Transit Hub,Bhopal Central Hub,353.78,252,expressway,Cloudy,low,standard,359.37,12,Wednesday,14,low,0,0.2493,low
SHIP-11814,Jhansi Hub,Ujjain Hub,756.58,639,highway,Light Rain,high,standard,154.23,15,Friday,43,medium,1,0.2847,high
SHIP-11815,Delhi Warehouse Central,Gwalior Transit Hub,841.46,588,highway,Light Rain,high,critical,171.07,4,Sunday,38,high,0,0.2608,high
SHIP-11816,Agra Transit Hub,Bhopal Central Hub,224.45,386,city_road,Light Rain,low,express,96.32,21,Sunday,18,medium,0,0.1272,low
SHIP-11817,Bhopal Central Hub,Kota Transit Hub,189.07,159,state_road,Clear,low,standard,346.79,6,Saturday,11,low,0,0.0573,low
SHIP-11818,Bhopal Central Hub,Kota Transit Hub,212.65,186,highway,Heavy Rain,high,standard,281.99,0,Friday,115,critical,0,0.4106,critical
SHIP-11819,Indore Delivery Hub,Gwalior Transit Hub,848.6,420,expressway,Partly Cloudy,low,standard,78.32,7,Sunday,16,low,0,0.6093,low
SHIP-11820,Jaipur Warehouse,Bhopal Central Hub,993.54,1596,city_road,Clear,low,standard,310.42,5,Saturday,11,medium,0,0.1885,low
SHIP-11821,Indore Delivery Hub,Kota Transit Hub,367.2,506,city_road,Clear,low,express,249.83,11,Monday,9,low,0,0.1194,low
SHIP-11822,Agra Transit Hub,Bhopal Central Hub,580.21,723,city_road,Partly Cloudy,low,standard,47.2,1,Friday,9,medium,0,0.4026,low
SHIP-11823,Gwalior Transit Hub,Ujjain Hub,769.15,812,state_road,Light Rain,low,standard,476.9,0,Sunday,28,medium,0,0.2826,low
SHIP-11824,Jaipur Warehouse,Bhopal Central Hub,643.29,550,state_road,Light Rain,moderate,standard,417.54,14,Friday,36,medium,0,0.2677,medium
SHIP-11825,Gwalior Transit Hub,Ujjain Hub,908.53,621,expressway,Fog,low,standard,36.44,16,Saturday,50,medium,0,0.4058,medium
SHIP-11826,Jaipur Warehouse,Ujjain Hub,882.96,429,expressway,Clear,very_high,standard,465.7,19,Friday,52,medium,0,0.0263,medium
SHIP-11827,Jaipur Warehouse,Ujjain Hub,91.55,117,city_road,Fog,low,standard,458.42,2,Sunday,64,high,0,0.5161,high
SHIP-11828,Agra Transit Hub,Jaipur Warehouse,421.48,289,expressway,Light Rain,moderate,standard,22.05,5,Thursday,32,high,1,0.1928,high
SHIP-11829,Kota Transit Hub,Agra Transit Hub,219.86,160,highway,Cloudy,very_high,standard,101.54,15,Sunday,45,medium,0,0.0709,high
SHIP-11830,Agra Transit Hub,Gwalior Transit Hub,225.41,228,state_road,Heavy Rain,high,standard,351.5,9,Thursday,90,critical,0,0.3049,critical
SHIP-11831,Jaipur Warehouse,Ujjain Hub,478.89,690,city_road,Light Rain,moderate,express,467.35,12,Saturday,30,medium,0,0.465,medium
SHIP-11832,Delhi Warehouse Central,Agra Transit Hub,351.53,476,city_road,Partly Cloudy,moderate,standard,411.73,7,Monday,24,low,0,0.0748,low
SHIP-11833,Gwalior Transit Hub,Indore Delivery Hub,180.15,131,highway,Heavy Rain,moderate,standard,141.67,16,Saturday,75,high,1,0.4221,critical
SHIP-11834,Agra Transit Hub,Jaipur Warehouse,696.32,579,highway,Light Rain,very_high,standard,17.69,6,Friday,62,medium,0,0.5148,high
SHIP-11835,Kota Transit Hub,Ujjain Hub,881.45,774,highway,Light Rain,low,standard,236.97,23,Monday,23,medium,0,0.2197,low
SHIP-11836,Jhansi Hub,Indore Delivery Hub,916.48,570,highway,Heavy Rain,moderate,standard,46.89,4,Monday,71,critical,0,0.1445,critical
SHIP-11837,Indore Delivery Hub,Jhansi Hub,408.53,611,city_road,Partly Cloudy,high,standard,123.4,7,Monday,29,medium,0,0.1607,low
SHIP-11838,Jaipur Warehouse,Ujjain Hub,624.31,585,state_road,Light Rain,moderate,standard,320.41,0,Thursday,33,high,1,0.3862,high
SHIP-11839,Jhansi Hub,Delhi Warehouse Central,740.04,720,state_road,Rain,high,standard,248.01,1,Sunday,47,critical,0,0.4651,high
SHIP-11840,Bhopal Central Hub,Gwalior Transit Hub,745.03,473,highway,Cloudy,high,standard,188.98,3,Thursday,47,high,0,0.3107,high
SHIP-11841,Ujjain Hub,Indore Delivery Hub,412.67,199,expressway,Clear,low,express,465.05,0,Wednesday,7,medium,0,0.3726,medium
SHIP-11842,Kota Transit Hub,Gwalior Transit Hub,310.58,483,city_road,Rain,moderate,standard,97.29,20,Saturday,51,high,0,0.3395,high
SHIP-11843,Ujjain Hub,Jaipur Warehouse,996.8,991,state_road,Clear,moderate,standard,244.25,9,Friday,24,low,0,0.2745,low
SHIP-11844,Kota Transit Hub,Delhi Warehouse Central,462.1,371,highway,Light Rain,high,standard,287.17,2,Saturday,59,high,1,0.1208,high
SHIP-11845,Delhi Warehouse Central,Ujjain Hub,942.05,622,expressway,Thunderstorm,high,standard,161.65,1,Tuesday,120,critical,1,0.1266,critical
SHIP-11846,Indore Delivery Hub,Delhi Warehouse Central,530.77,348,expressway,Partly Cloudy,high,critical,352.94,6,Thursday,29,medium,0,0.4538,medium
SHIP-11847,Jhansi Hub,Ujjain Hub,592.89,381,highway,Clear,low,express,433.77,1,Sunday,7,medium,0,0.1158,low
SHIP-11848,Gwalior Transit Hub,Indore Delivery Hub,63.43,77,city_road,Clear,high,standard,271.2,5,Saturday,31,high,1,0.0614,high
SHIP-11849,Kota Transit Hub,Jaipur Warehouse,975.81,1033,state_road,Cloudy,moderate,express,390.89,7,Saturday,21,medium,0,0.4164,medium
SHIP-11850,Gwalior Transit Hub,Indore Delivery Hub,475.33,256,expressway,Thunderstorm,moderate,standard,31.42,2,Tuesday,133,critical,0,0.1591,critical
SHIP-11851,Indore Delivery Hub,Agra Transit Hub,606.16,539,state_road,Cloudy,moderate,standard,77.74,20,Friday,30,medium,0,0.1501,medium
SHIP-11852,Jaipur Warehouse,Jhansi Hub,865.0,853,state_road,Clear,high,standard,231.55,18,Friday,38,medium,0,0.1968,medium
SHIP-11853,Bhopal Central Hub,Kota Transit Hub,681.48,340,expressway,Light Rain,high,standard,460.59,8,Thursday,38,medium,1,0.0482,high
SHIP-11854,Jhansi Hub,Jaipur Warehouse,702.97,565,highway,Rain,moderate,standard,266.26,0,Tuesday,42,high,0,0.2023,high
SHIP-11855,Indore Delivery Hub,Gwalior Transit Hub,187.82,132,expressway,Partly Cloudy,high,standard,216.72,7,Saturday,45,medium,0,0.2875,medium
SHIP-11856,Indore Delivery Hub,Jhansi Hub,516.19,342,expressway,Rain,low,standard,300.45,5,Monday,46,high,0,0.5383,high
SHIP-11857,Delhi Warehouse Central,Indore Delivery Hub,486.26,842,city_road,Partly Cloudy,moderate,critical,63.11,22,Monday,21,medium,0,0.5852,high
SHIP-11858,Ujjain Hub,Jhansi Hub,176.37,142,state_road,Rain,moderate,standard,327.19,1,Saturday,53,high,0,0.586,high
SHIP-11859,Bhopal Central Hub,Jaipur Warehouse,127.26,88,highway,Partly Cloudy,very_high,standard,47.92,22,Thursday,73,high,0,0.3921,high
SHIP-11860,Jhansi Hub,Jaipur Warehouse,829.91,879,state_road,Partly Cloudy,low,critical,288.82,13,Tuesday,16,low,0,0.2119,low
SHIP-11861,Jaipur Warehouse,Bhopal Central Hub,401.89,285,expressway,Heavy Rain,moderate,standard,357.48,0,Thursday,72,critical,0,0.2773,critical
SHIP-11862,Jaipur Warehouse,Delhi Warehouse Central,899.31,774,highway,Cloudy,very_high,standard,206.34,6,Monday,46,medium,0,0.3408,high
SHIP-11863,Agra Transit Hub,Ujjain Hub,680.17,540,highway,Partly Cloudy,high,express,455.54,10,Friday,31,medium,1,0.2468,medium
SHIP-11864,Indore Delivery Hub,Ujjain Hub,826.3,598,highway,Thunderstorm,high,standard,76.86,15,Thursday,102,critical,0,0.3189,critical
SHIP-11865,Kota Transit Hub,Delhi Warehouse Central,92.13,57,highway,Light Rain,moderate,standard,86.31,23,Monday,43,high,0,0.338,high
SHIP-11866,Delhi Warehouse Central,Agra Transit Hub,822.18,1144,city_road,Clear,high,express,258.94,1,Friday,45,high,0,0.3425,high
SHIP-11867,Bhopal Central Hub,Gwalior Transit Hub,87.46,56,highway,Light Rain,moderate,standard,465.9,17,Saturday,30,medium,0,0.2128,low
SHIP-11868,Jaipur Warehouse,Agra Transit Hub,510.99,286,expressway,Heavy Rain,moderate,express,195.96,18,Thursday,90,critical,0,0.2272,critical
SHIP-11869,Jhansi Hub,Agra Transit Hub,107.59,146,city_road,Light Rain,low,standard,463.27,9,Thursday,19,low,0,0.135,low
SHIP-11870,Agra Transit Hub,Jaipur Warehouse,812.86,459,expressway,Clear,high,standard,347.04,3,Monday,25,high,0,0.5305,medium
SHIP-11871,Jhansi Hub,Gwalior Transit Hub,960.8,681,expressway,Light Rain,moderate,standard,391.5,23,Monday,41,high,0,0.1187,medium
SHIP-11872,Delhi Warehouse Central,Jhansi Hub,383.82,444,state_road,Light Rain,moderate,critical,469.0,2,Friday,43,high,0,0.0484,high
SHIP-11873,Kota Transit Hub,Indore Delivery Hub,786.81,601,highway,Heavy Rain,moderate,standard,286.59,12,Wednesday,67,high,0,0.2414,high
SHIP-11874,Agra Transit Hub,Gwalior Transit Hub,310.63,241,highway,Clear,low,critical,321.18,5,Sunday,10,medium,1,0.4103,medium
SHIP-11875,Agra Transit Hub,Bhopal Central Hub,988.76,640,expressway,Light Rain,low,standard,289.92,9,Friday,30,low,0,0.0917,low
SHIP-11876,Ujjain Hub,Delhi Warehouse Central,887.62,750,highway,Clear,moderate,standard,392.64,7,Thursday,24,low,0,0.1641,low
SHIP-11877,Bhopal Central Hub,Agra Transit Hub,918.59,1642,city_road,Light Rain,high,standard,137.43,9,Thursday,44,medium,0,0.324,medium
SHIP-11878,Agra Transit Hub,Ujjain Hub,977.9,834,state_road,Fog,low,standard,394.24,1,Thursday,55,high,0,0.5327,high
SHIP-11879,Ujjain Hub,Jhansi Hub,978.98,836,highway,Clear,high,express,357.06,19,Saturday,27,medium,0,0.2077,medium
SHIP-11880,Ujjain Hub,Agra Transit Hub,60.83,47,highway,Partly Cloudy,high,standard,301.43,14,Monday,44,medium,0,0.2306,medium
SHIP-11881,Delhi Warehouse Central,Kota Transit Hub,660.71,1049,city_road,Cloudy,high,standard,20.36,0,Thursday,51,high,0,0.2023,high
SHIP-11882,Gwalior Transit Hub,Jhansi Hub,709.37,604,state_road,Rain,moderate,express,387.5,10,Thursday,42,high,0,0.1892,high
SHIP-11883,Jhansi Hub,Ujjain Hub,889.87,1404,city_road,Partly Cloudy,high,critical,67.08,23,Friday,40,high,0,0.4146,high
SHIP-11884,Kota Transit Hub,Bhopal Central Hub,475.09,296,expressway,Light Rain,low,standard,481.02,0,Monday,17,medium,0,0.3898,medium
SHIP-11885,Jhansi Hub,Bhopal Central Hub,281.17,190,expressway,Heavy Rain,moderate,standard,41.67,21,Friday,84,critical,0,0.7114,critical
SHIP-11886,Agra Transit Hub,Gwalior Transit Hub,790.73,680,highway,Rain,high,standard,360.42,15,Wednesday,62,high,0,0.3868,high
SHIP-11887,Kota Transit Hub,Bhopal Central Hub,204.06,221,state_road,Light Rain,very_high,express,180.85,11,Friday,60,medium,0,0.4127,high
SHIP-11888,Jaipur Warehouse,Ujjain Hub,556.75,296,expressway,Partly Cloudy,low,critical,368.11,11,Friday,14,low,0,0.4377,low
SHIP-11889,Gwalior Transit Hub,Jaipur Warehouse,327.82,542,city_road,Thunderstorm,moderate,standard,259.96,18,Wednesday,78,critical,0,0.2807,high
SHIP-11890,Jaipur Warehouse,Kota Transit Hub,823.44,447,expressway,Partly Cloudy,very_high,standard,315.12,12,Friday,50,medium,0,0.4791,medium
SHIP-11891,Jaipur Warehouse,Bhopal Central Hub,888.8,581,expressway,Clear,high,standard,38.64,7,Thursday,35,medium,0,0.3431,medium
SHIP-11892,Bhopal Central Hub,Agra Transit Hub,158.39,190,city_road,Partly Cloudy,low,standard,483.27,1,Thursday,9,medium,0,0.1602,low
SHIP-11893,Jhansi Hub,Bhopal Central Hub,807.8,705,highway,Light Rain,moderate,express,2.92,18,Tuesday,40,medium,0,0.2381,medium
SHIP-11894,Delhi Warehouse Central,Kota Transit Hub,602.47,665,state_road,Heavy Rain,low,critical,470.64,13,Sunday,48,high,0,0.61,critical
SHIP-11895,Jaipur Warehouse,Jhansi Hub,352.07,263,highway,Clear,high,standard,284.56,22,Monday,42,high,0,0.1434,medium
SHIP-11896,Agra Transit Hub,Bhopal Central Hub,673.57,1212,city_road,Rain,moderate,critical,129.88,0,Thursday,40,high,0,0.5135,critical
SHIP-11897,Gwalior Transit Hub,Bhopal Central Hub,675.27,393,expressway,Rain,high,standard,319.23,8,Saturday,81,high,0,0.0703,high
SHIP-11898,Indore Delivery Hub,Ujjain Hub,94.06,84,state_road,Cloudy,very_high,standard,336.78,18,Monday,65,high,0,0.4308,high
SHIP-11899,Jaipur Warehouse,Bhopal Central Hub,702.89,630,highway,Rain,very_high,standard,365.44,13,Friday,94,high,1,0.5463,critical
SHIP-11900,Gwalior Transit Hub,Indore Delivery Hub,697.9,1204,city_road,Clear,high,standard,9.2,3,Tuesday,40,high,0,0.2026,medium
SHIP-11901,Kota Transit Hub,Ujjain Hub,610.93,294,expressway,Clear,low,standard,491.41,1,Saturday,10,medium,0,0.0295,low
SHIP-11902,Jhansi Hub,Kota Transit Hub,542.84,307,expressway,Heavy Rain,low,standard,309.34,9,Thursday,81,high,0,0.6165,high
SHIP-11903,Ujjain Hub,Agra Transit Hub,628.4,495,highway,Cloudy,moderate,standard,189.39,14,Saturday,22,medium,1,0.052,medium
SHIP-11904,Bhopal Central Hub,Delhi Warehouse Central,510.26,669,city_road,Clear,moderate,standard,285.75,0,Friday,16,medium,1,0.1909,medium
SHIP-11905,Gwalior Transit Hub,Bhopal Central Hub,112.64,60,expressway,Light Rain,low,express,90.03,10,Tuesday,31,low,1,0.2575,medium
SHIP-11906,Agra Transit Hub,Delhi Warehouse Central,758.51,509,expressway,Heavy Rain,moderate,express,124.39,15,Saturday,80,high,1,0.1366,critical
SHIP-11907,Agra Transit Hub,Indore Delivery Hub,802.0,862,state_road,Light Rain,very_high,standard,43.8,12,Friday,88,medium,0,0.3146,high
SHIP-11908,Gwalior Transit Hub,Kota Transit Hub,900.11,479,expressway,Partly Cloudy,high,standard,439.74,7,Monday,28,medium,0,0.5562,medium
SHIP-11909,Agra Transit Hub,Delhi Warehouse Central,998.62,849,highway,Cloudy,low,standard,126.55,8,Friday,11,low,0,0.2279,low
SHIP-11910,Jhansi Hub,Gwalior Transit Hub,522.72,688,city_road,Rain,moderate,standard,370.12,14,Friday,57,high,0,0.145,medium
SHIP-11911,Agra Transit Hub,Gwalior Transit Hub,688.5,1193,city_road,Clear,moderate,standard,137.83,4,Sunday,14,medium,0,0.2085,low
SHIP-11912,Ujjain Hub,Jhansi Hub,479.9,542,state_road,Clear,high,standard,73.85,20,Friday,39,medium,0,0.2184,medium
SHIP-11913,Agra Transit Hub,Jaipur Warehouse,81.79,143,city_road,Cloudy,moderate,standard,54.96,20,Tuesday,26,medium,1,0.1741,medium
SHIP-11914,Ujjain Hub,Jhansi Hub,249.15,221,highway,Light Rain,very_high,standard,430.26,21,Saturday,77,high,1,0.8085,critical
SHIP-11915,Jaipur Warehouse,Indore Delivery Hub,595.23,396,expressway,Partly Cloudy,high,standard,60.75,19,Friday,29,medium,0,0.2696,low
SHIP-11916,Delhi Warehouse Central,Kota Transit Hub,545.74,479,state_road,Partly Cloudy,very_high,standard,44.49,17,Tuesday,43,medium,0,0.2229,medium
SHIP-11917,Jhansi Hub,Gwalior Transit Hub,489.56,607,city_road,Clear,high,standard,5.67,1,Tuesday,38,high,1,0.1959,high
SHIP-11918,Delhi Warehouse Central,Jaipur Warehouse,158.26,151,state_road,Clear,high,standard,183.85,21,Wednesday,30,medium,0,0.3846,medium
SHIP-11919,Jaipur Warehouse,Jhansi Hub,231.96,199,state_road,Partly Cloudy,high,standard,471.4,4,Sunday,44,high,0,0.1424,medium
SHIP-11920,Jhansi Hub,Indore Delivery Hub,275.38,383,city_road,Cloudy,low,standard,454.42,19,Friday,18,medium,0,0.2203,low
SHIP-11921,Gwalior Transit Hub,Jaipur Warehouse,392.85,333,state_road,Cloudy,low,standard,58.41,15,Sunday,13,low,0,0.1385,low
SHIP-11922,Gwalior Transit Hub,Kota Transit Hub,318.1,568,city_road,Cloudy,high,standard,7.23,15,Thursday,34,medium,0,0.0572,medium
SHIP-11923,Ujjain Hub,Agra Transit Hub,711.65,434,highway,Partly Cloudy,low,standard,375.75,21,Tuesday,14,low,1,0.1798,low
SHIP-11924,Jaipur Warehouse,Kota Transit Hub,995.51,1717,city_road,Partly Cloudy,moderate,standard,153.93,3,Friday,24,medium,0,0.1506,low
SHIP-11925,Ujjain Hub,Bhopal Central Hub,271.94,195,expressway,Partly Cloudy,high,standard,417.5,19,Thursday,38,medium,0,0.3618,medium
SHIP-11926,Bhopal Central Hub,Gwalior Transit Hub,265.59,436,city_road,Clear,high,express,108.5,21,Monday,35,medium,0,0.0722,medium
SHIP-11927,Agra Transit Hub,Kota Transit Hub,632.36,372,expressway,Clear,low,standard,246.61,10,Thursday,12,low,0,0.1781,low
SHIP-11928,Indore Delivery Hub,Jaipur Warehouse,365.46,419,state_road,Partly Cloudy,moderate,standard,17.44,19,Tuesday,20,medium,0,0.3926,low
SHIP-11929,Bhopal Central Hub,Indore Delivery Hub,113.35,195,city_road,Fog,moderate,standard,447.46,15,Tuesday,64,high,0,0.4456,high
SHIP-11930,Agra Transit Hub,Ujjain Hub,332.67,160,expressway,Partly Cloudy,moderate,critical,89.81,22,Tuesday,21,medium,0,0.3027,medium
SHIP-11931,Jhansi Hub,Ujjain Hub,211.31,260,city_road,Thunderstorm,very_high,standard,148.06,11,Saturday,126,critical,1,0.4261,critical
SHIP-11932,Ujjain Hub,Jhansi Hub,478.43,597,city_road,Partly Cloudy,high,standard,240.37,5,Wednesday,45,high,0,0.0299,medium
SHIP-11933,Jhansi Hub,Bhopal Central Hub,914.08,1272,city_road,Partly Cloudy,very_high,standard,136.36,15,Thursday,71,medium,0,0.2487,medium
SHIP-11934,Jhansi Hub,Bhopal Central Hub,456.46,359,highway,Rain,low,standard,21.04,18,Saturday,32,high,0,0.2626,medium
SHIP-11935,Agra Transit Hub,Delhi Warehouse Central,580.52,311,expressway,Clear,moderate,standard,15.51,10,Friday,16,low,0,0.2857,low
SHIP-11936,Jaipur Warehouse,Agra Transit Hub,530.92,403,highway,Clear,high,standard,477.65,11,Sunday,32,medium,0,0.749,medium
SHIP-11937,Agra Transit Hub,Ujjain Hub,716.84,570,highway,Fog,moderate,standard,163.42,3,Friday,63,high,1,0.2319,high
SHIP-11938,Kota Transit Hub,Bhopal Central Hub,596.34,325,expressway,Cloudy,low,critical,167.86,12,Tuesday,14,low,0,0.3441,medium
SHIP-11939,Gwalior Transit Hub,Bhopal Central Hub,286.89,481,city_road,Clear,very_high,express,461.53,1,Thursday,52,high,0,0.3573,high
SHIP-11940,Gwalior Transit Hub,Kota Transit Hub,527.64,330,highway,Clear,high,standard,418.24,18,Saturday,45,medium,0,0.5382,medium
SHIP-11941,Bhopal Central Hub,Ujjain Hub,580.67,415,highway,Thunderstorm,moderate,express,343.78,10,Monday,98,high,1,0.2629,critical
SHIP-11942,Gwalior Transit Hub,Kota Transit Hub,242.75,169,highway,Heavy Rain,moderate,standard,329.59,0,Thursday,96,critical,0,0.4977,critical
SHIP-11943,Agra Transit Hub,Jaipur Warehouse,696.11,870,city_road,Cloudy,low,express,400.74,8,Friday,18,low,1,0.1181,medium
SHIP-11944,Ujjain Hub,Bhopal Central Hub,166.35,133,highway,Clear,very_high,standard,85.27,9,Tuesday,54,medium,1,0.4422,high
SHIP-11945,Agra Transit Hub,Delhi Warehouse Central,890.42,907,state_road,Heavy Rain,high,standard,332.47,2,Thursday,100,critical,0,0.1266,critical
SHIP-11946,Agra Transit Hub,Jaipur Warehouse,316.41,190,expressway,Partly Cloudy,low,express,50.1,7,Wednesday,10,low,0,0.3033,low
SHIP-11947,Indore Delivery Hub,Kota Transit Hub,896.1,880,state_road,Partly Cloudy,low,standard,64.13,15,Tuesday,13,low,0,0.1299,low
SHIP-11948,Ujjain Hub,Bhopal Central Hub,329.53,412,city_road,Light Rain,high,standard,122.14,3,Wednesday,56,high,0,0.0459,high
SHIP-11949,Kota Transit Hub,Agra Transit Hub,229.18,201,highway,Partly Cloudy,low,standard,355.19,10,Saturday,16,low,0,0.4717,low
SHIP-11950,Gwalior Transit Hub,Kota Transit Hub,107.52,69,expressway,Light Rain,very_high,standard,446.38,7,Sunday,74,medium,0,0.3031,high
SHIP-11951,Ujjain Hub,Bhopal Central Hub,589.81,461,highway,Heavy Rain,very_high,critical,345.7,6,Tuesday,81,critical,1,0.2662,critical
SHIP-11952,Gwalior Transit Hub,Jaipur Warehouse,989.81,1607,city_road,Rain,high,express,208.89,19,Friday,68,high,0,0.2178,high
SHIP-11953,Bhopal Central Hub,Indore Delivery Hub,957.43,620,expressway,Partly Cloudy,high,standard,257.32,14,Monday,31,medium,0,0.6965,medium
SHIP-11954,Ujjain Hub,Delhi Warehouse Central,867.8,792,state_road,Partly Cloudy,moderate,standard,356.45,22,Thursday,22,medium,0,0.2185,low
SHIP-11955,Gwalior Transit Hub,Bhopal Central Hub,836.89,473,expressway,Partly Cloudy,low,standard,307.03,7,Saturday,14,low,1,0.2255,low
SHIP-11956,Kota Transit Hub,Gwalior Transit Hub,700.45,539,highway,Partly Cloudy,high,standard,265.2,9,Thursday,39,medium,0,0.0428,medium
SHIP-11957,Delhi Warehouse Central,Gwalior Transit Hub,796.7,469,expressway,Cloudy,moderate,express,119.16,18,Tuesday,31,medium,0,0.1986,medium
SHIP-11958,Jhansi Hub,Gwalior Transit Hub,152.92,242,city_road,Partly Cloudy,moderate,standard,308.86,4,Sunday,19,medium,0,0.1672,low
SHIP-11959,Jhansi Hub,Bhopal Central Hub,932.96,1326,city_road,Clear,low,standard,10.32,2,Sunday,10,medium,0,0.064,low
SHIP-11960,Kota Transit Hub,Bhopal Central Hub,801.48,474,expressway,Clear,low,standard,280.47,6,Saturday,7,low,0,0.2149,low
SHIP-11961,Indore Delivery Hub,Delhi Warehouse Central,644.66,909,city_road,Partly Cloudy,moderate,standard,410.55,5,Sunday,28,medium,0,0.1174,low
SHIP-11962,Delhi Warehouse Central,Ujjain Hub,430.53,560,city_road,Cloudy,high,standard,90.7,16,Monday,41,medium,0,0.1051,medium
SHIP-11963,Bhopal Central Hub,Ujjain Hub,597.11,901,city_road,Cloudy,moderate,standard,57.99,9,Monday,22,medium,1,0.1264,medium
SHIP-11964,Kota Transit Hub,Jhansi Hub,925.4,1075,state_road,Cloudy,moderate,standard,485.15,20,Saturday,25,medium,1,0.1492,medium
SHIP-11965,Jhansi Hub,Gwalior Transit Hub,637.21,404,highway,Rain,moderate,standard,421.89,19,Friday,51,high,0,0.3384,high
SHIP-11966,Jhansi Hub,Agra Transit Hub,346.52,566,city_road,Rain,low,standard,151.7,14,Wednesday,47,medium,0,0.0488,medium
SHIP-11967,Jhansi Hub,Agra Transit Hub,793.96,464,expressway,Partly Cloudy,high,standard,105.08,1,Thursday,39,high,0,0.5379,high
SHIP-11968,Jaipur Warehouse,Delhi Warehouse Central,245.16,355,city_road,Clear,moderate,standard,167.69,0,Tuesday,20,medium,0,0.0729,low
